,PM25,O3,WS,TEMP,RH,WD
946,24.7,6.0,1,31.0,63,133
947,28.8,0.0,1,32.0,56,136
948,27.4,3.0,1,33.0,51,137
949,28.6,26.0,1,33.0,50,170
950,28.5,17.0,1,33.0,50,200
951,28.4,11.0,1,33.0,49,166
952,17.6904,21.0,1,32.0,53,154
953,23.8,4.0,1,30.0,56,175
954,18.1,21.0,1,29.0,64,131
955,16.4,19.0,1,28.0,66,203
956,19.2,1.0,1,28.0,67,172
957,16.9,1.0,1,28.0,67,140
958,18.3,7.0,1,28.0,69,119
959,19.4,0.0,1,28.0,70,112
960,16.2,11.415652173913044,1,27.0,70,105
961,16.2,2.0,1,27.0,71,101
962,15.1,11.0,1,26.0,73,95
963,18.2,1.0,1,26.0,76,98
964,18.5,3.0,1,26.0,79,97
965,22.3,16.0,1,26.0,76,105
966,21.4,5.0,1,25.0,84,103
967,22.2,6.0,1,26.0,80,107
968,25.1,1.0,1,28.0,70,105
969,21.4,0.0,1,29.0,65,125
970,24.8,11.0,1,31.0,58,159
971,17.7,3.0,1,32.0,55,184
972,15.6,0.0,1,32.0,52,231
973,17.3,1.0,1,33.0,51,216
974,14.9,5.0,1,33.0,50,220
975,15.9,16.0,1,33.0,51,195
976,17.6,9.0,1,32.0,54,203
977,20.9,14.0,1,31.0,57,168
978,17.0,25.0,1,29.0,64,200
979,18.1,24.0,1,29.0,65,159
980,26.2,0.0,1,29.0,65,132
981,25.1,11.0,1,28.0,65,136
982,24.6,2.0,1,28.0,67,106
983,25.0,1.0,1,28.0,69,96
984,22.7,0.0,1,28.0,71,110
985,24.4,11.415652173913044,1,27.0,71,107
986,22.5,0.0,1,28.0,68,121
987,21.0,2.0,1,27.0,67,110
988,18.9,24.0,1,27.0,72,92
989,16.2,35.0,1,27.0,71,81
990,15.4,36.0,1,27.0,71,85
991,19.0,23.0,1,27.0,67,86
992,22.2,10.0,1,28.0,64,121
993,21.7,4.0,1,29.0,60,139
994,25.1,4.0,1,30.0,56,222
995,18.2,2.0,1,31.0,53,228
996,18.2,1.0,2,32.0,48,239
997,16.8,11.0,2,32.0,47,245
998,17.7,21.0,2,32.0,46,238
999,19.5,10.0,1,32.0,50,219
1000,21.5,34.0,1,31.0,52,235
1001,19.3,34.0,1,30.0,57,218
1002,17.2,34.0,1,29.0,62,171
1003,18.8,25.0,1,28.0,63,160
1004,17.6904,11.415652173913044,1,28.0,63,141
1005,17.6904,3.0,1,28.0,63,146
1006,20.2,2.0,1,28.0,64,128
1007,24.0,1.0,1,28.0,67,110
1008,20.7,23.0,1,27.0,68,112
1009,22.2,4.0,1,27.0,70,92
1010,22.6,11.415652173913044,1,27.0,70,88
1011,21.5,41.0,1,27.0,70,109
1012,18.7,41.0,1,27.0,71,93
1013,20.6,41.0,1,26.0,72,106
1014,21.4,28.0,1,26.0,72,103
1015,25.9,4.0,1,27.0,70,75
1016,27.8,2.0,1,28.0,69,101
1017,24.5,9.0,1,29.0,65,136
1018,19.3,2.0,1,30.0,56,230
1019,21.9,1.0,1,31.0,52,225
1020,22.8,16.0,1,32.0,49,225
1021,20.8,1.0,1,32.0,47,226
1022,19.3,1.0,2,32.0,48,241
1023,19.7,8.0,2,31.0,49,241
1024,17.1,15.0,1,31.0,52,205
1025,22.2,0.0,1,30.0,57,230
1026,20.7,30.0,1,28.0,63,198
1027,22.2,4.0,1,28.0,65,205
1028,20.5,14.0,1,28.0,67,193
1029,20.2,3.0,1,28.0,69,207
1030,21.1,4.0,1,27.0,70,170
1031,22.5,6.0,2,27.0,71,211
1032,25.1,16.0,1,27.0,72,215
1033,22.3,1.0,1,27.0,70,214
1034,16.2,16.0,1,27.0,67,201
1035,19.2,11.415652173913044,1,27.0,68,123
1036,16.5,40.0,1,27.0,73,104
1037,17.3,41.0,1,27.0,73,115
1038,20.0,39.0,1,26.0,75,115
1039,25.8,13.0,1,27.0,75,124
1040,22.2,4.0,1,28.0,70,105
1041,22.3,5.0,1,29.0,66,140
1042,18.0,2.0,1,30.0,60,148
1043,21.1,0.0,1,31.0,53,176
1044,21.2,23.0,1,32.0,51,209
1045,20.2,10.0,1,32.0,52,204
1046,19.0,8.0,1,32.0,52,196
1047,15.3,23.0,1,31.0,56,172
1048,18.0,33.0,1,30.0,58,210
1049,19.5,31.0,1,29.0,60,175
1050,20.6,12.0,1,29.0,65,158
1051,25.6,15.0,1,28.0,69,141
1052,19.2,14.0,1,28.0,70,131
1053,18.3,2.0,1,28.0,68,133
1054,17.2,3.0,1,28.0,70,134
1055,15.8,4.0,1,28.0,71,125
1056,18.7,24.0,1,28.0,71,125
1057,21.5,11.415652173913044,1,27.0,77,113
1058,15.2,139.0,1,26.0,84,116
1059,13.8,107.0,1,27.0,80,141
1060,13.3,11.415652173913044,1,26.0,83,123
1061,12.3,26.0,1,26.0,79,179
1062,15.2,18.0,1,26.0,82,132
1063,20.8,5.0,1,26.0,85,137
1064,16.3,0.0,1,27.0,85,131
1065,19.2,0.0,1,28.0,77,137
1066,18.3,3.0,1,30.0,66,219
1067,19.1,3.0,1,30.0,68,207
1068,17.8,2.0,1,32.0,59,228
1069,18.2,7.0,1,32.0,59,212
1070,17.8,23.0,1,32.0,59,189
1071,23.9,23.0,1,31.0,61,173
1072,15.6,24.0,1,30.0,63,216
1073,17.6,10.0,1,30.0,66,194
1074,19.6,4.0,1,29.0,71,204
1075,26.3,0.0,1,28.0,73,191
1076,23.1,4.0,1,28.0,74,187
1077,21.3,6.0,1,28.0,75,158
1078,20.9,6.0,1,28.0,74,134
1079,15.4,3.0,1,28.0,74,104
1080,15.9,3.0,1,27.0,77,121
1081,19.9,22.0,1,27.0,78,135
1082,18.3,23.0,1,27.0,78,157
1083,10.6,23.0,1,27.0,79,145
1084,13.3,23.0,1,27.0,80,143
1085,12.1,11.415652173913044,1,27.0,80,143
1086,18.9,22.0,1,27.0,81,122
1087,23.3,3.0,1,27.0,79,124
1088,23.3,4.0,1,29.0,70,148
1089,13.2,2.0,1,31.0,61,165
1090,22.4,2.0,1,31.0,57,224
1091,18.8,4.0,1,32.0,55,229
1092,18.2,20.0,1,32.0,51,253
1093,17.8,3.0,1,33.0,50,233
1094,18.6,8.0,1,33.0,51,217
1095,13.4,2.0,1,32.0,53,198
1096,15.8,5.0,1,32.0,56,189
1097,17.6,3.0,1,30.0,61,198
1098,16.1,2.0,1,29.0,66,207
1099,16.9,9.0,1,28.0,70,208
1100,19.3,2.0,1,28.0,71,202
1101,13.2,2.0,1,28.0,73,177
1102,23.3,0.0,1,28.0,73,120
1103,17.9,3.0,1,28.0,74,120
1104,22.7,8.0,1,28.0,73,113
1105,16.9,6.0,1,28.0,74,109
1106,17.7,0.0,1,27.0,75,115
1107,12.2,22.0,1,27.0,76,99
1108,13.9,22.0,1,27.0,78,105
1109,12.8,16.0,1,27.0,78,115
1110,19.9,11.415652173913044,1,27.0,79,99
1111,19.9,0.0,1,27.0,76,106
1112,20.4,17.0,1,29.0,70,108
1113,16.0,1.0,1,30.0,61,121
1114,19.2,9.0,1,31.0,54,152
1115,15.8,6.0,1,32.0,52,188
1116,16.2,4.0,1,32.0,50,222
1117,14.4,0.0,1,33.0,47,204
1118,18.2,2.0,1,33.0,47,147
1119,9.2,23.0,1,33.0,46,152
1120,17.1,2.0,1,32.0,52,192
1121,15.2,4.0,1,30.0,60,148
1122,20.3,7.0,1,29.0,67,138
1123,19.1,2.0,1,28.0,71,129
1124,19.6,0.0,1,28.0,71,124
1125,14.4,2.0,1,28.0,72,111
1126,15.4,2.0,1,28.0,73,113
1127,16.2,11.0,1,28.0,74,110
1128,17.8,18.0,1,27.0,75,111
1129,14.5,1.0,1,27.0,75,102
1130,14.7,17.0,1,27.0,77,95
1131,16.2,21.0,1,27.0,77,110
1132,17.1,21.0,1,26.0,78,117
1133,16.2,20.0,1,26.0,77,117
1134,21.0,2.0,1,26.0,78,113
1135,26.1,11.415652173913044,1,27.0,77,130
1136,19.2,17.0,1,28.0,71,115
1137,17.1,1.0,1,29.0,64,120
1138,22.4,0.0,1,30.0,57,147
1139,21.3,1.0,1,32.0,50,151
1140,23.2,20.0,1,32.0,46,160
1141,20.8,0.0,1,33.0,40,161
1142,15.6,25.0,1,33.0,42,159
1143,18.5,25.0,2,32.0,47,157
1144,21.0,25.0,1,32.0,50,152
1145,17.2,23.0,1,30.0,55,155
1146,15.3,21.0,1,29.0,64,180
1147,18.5,21.0,1,28.0,68,165
1148,19.2,22.0,1,28.0,70,137
1149,15.7,22.0,1,28.0,69,123
1150,22.6,18.0,1,28.0,69,112
1151,17.1,15.0,1,28.0,70,106
1152,17.1,13.0,1,27.0,71,103
1153,14.6,20.0,1,27.0,72,110
1154,16.3,20.0,1,27.0,75,107
1155,16.7,21.0,1,27.0,76,109
1156,14.6,20.0,1,27.0,75,112
1157,17.0,19.0,1,26.0,77,107
1158,23.8,19.0,1,26.0,76,112
1159,23.6,19.0,1,27.0,75,114
1160,22.2,11.415652173913044,1,29.0,68,120
1161,17.6904,24.0,1,30.0,61,121
1162,17.6904,23.0,1,31.0,57,126
1163,17.9,23.0,1,32.0,53,159
1164,18.6,23.0,1,32.0,54,202
1165,17.3,23.0,1,32.0,55,218
1166,17.2,22.0,1,32.0,58,199
1167,14.8,19.0,1,31.0,60,180
1168,16.0,19.0,1,30.0,65,160
1169,18.0,18.0,1,29.0,68,131
1170,21.0,18.0,1,29.0,69,120
1171,22.7,17.0,1,27.0,81,116
1172,21.5,12.0,1,27.0,86,111
1173,27.0,16.0,1,27.0,82,106
1174,24.7,28.0,1,28.0,78,105
1175,14.2,23.0,1,28.0,77,107
1176,14.4,18.0,1,28.0,76,108
1177,17.5,17.0,1,28.0,76,106
1178,14.0,18.0,1,28.0,76,104
1179,13.6,18.0,1,28.0,74,96
1180,14.4,17.0,1,27.0,78,94
1181,13.2,18.0,1,27.0,78,102
1182,13.5,15.0,1,27.0,78,102
1183,19.7,14.0,1,28.0,76,96
1184,19.0,18.0,1,29.0,71,112
1185,10.2,11.415652173913044,1,31.0,61,115
1186,13.5,22.0,1,31.0,57,136
1187,14.4,22.0,1,32.0,55,147
1188,14.7,24.0,2,32.0,55,139
1189,10.6,23.0,1,33.0,52,155
1190,11.9,20.0,1,33.0,57,169
1191,9.8,19.0,1,31.0,60,157
1192,8.5,18.0,1,31.0,60,177
1193,12.7,15.0,1,30.0,65,144
1194,14.1,18.0,1,29.0,69,126
1195,20.0,17.0,1,29.0,74,119
1196,18.8,17.0,1,28.0,77,110
1197,19.8,26.0,1,28.0,78,112
1198,23.5,26.0,1,28.0,78,115
1199,13.0,15.0,1,28.0,78,117
1200,11.3,15.0,1,28.0,78,111
1201,15.2,9.0,1,27.0,83,111
1202,19.2,7.0,1,27.0,85,107
1203,11.8,8.0,1,27.0,87,107
1204,14.3,7.0,1,27.0,87,107
1205,18.9,4.0,1,26.0,88,106
1206,26.2,3.0,1,26.0,89,106
1207,28.9,6.0,1,27.0,85,105
1208,31.4,18.0,1,29.0,69,112
1209,19.0,25.0,1,31.0,62,93
1210,15.7,11.415652173913044,1,32.0,56,104
1211,17.8,19.0,1,34.0,48,127
1212,14.5,19.0,1,34.0,47,167
1213,13.5,19.0,1,34.0,48,170
1214,9.8,19.0,1,34.0,46,151
1215,10.7,20.0,1,33.0,52,194
1216,14.7,18.0,1,32.0,59,175
1217,13.1,16.0,1,30.0,65,140
1218,19.0,17.0,1,29.0,70,129
1219,18.3,16.0,1,29.0,72,115
1220,13.1,18.0,2,29.0,73,116
1221,10.9,27.0,1,28.0,73,110
1222,10.3,27.0,1,28.0,75,108
1223,11.5,21.0,1,28.0,77,108
1224,12.6,13.0,1,28.0,80,106
1225,20.4,9.0,1,27.0,82,105
1226,19.8,9.0,1,27.0,84,105
1227,12.3,6.0,1,27.0,84,95
1228,13.9,5.0,1,26.0,87,109
1229,20.6,4.0,1,26.0,89,109
1230,25.7,2.0,1,26.0,89,112
1231,21.8,7.0,1,26.0,87,109
1232,24.0,16.0,1,28.0,72,108
1233,17.7,23.0,1,30.0,62,102
1234,12.8,31.0,1,32.0,54,118
1235,10.2,11.415652173913044,1,33.0,47,130
1236,9.2,22.0,1,34.0,45,127
1237,9.5,23.0,1,34.0,44,142
1238,8.4,28.0,2,34.0,43,147
1239,13.6,30.0,1,34.0,45,155
1240,17.9,28.0,1,33.0,52,174
1241,14.0,25.0,2,31.0,57,151
1242,16.1,22.0,1,30.0,66,138
1243,19.4,19.0,1,29.0,71,120
1244,14.4,20.0,1,28.0,73,116
1245,18.2,30.0,1,28.0,74,113
1246,16.4,29.0,1,28.0,75,109
1247,11.4,20.0,1,28.0,76,107
1248,17.5,19.0,1,28.0,76,106
1249,17.0,17.0,1,27.0,78,108
1250,15.6,14.0,1,27.0,81,106
1251,13.4,12.0,1,26.0,83,114
1252,11.8,7.0,1,26.0,86,109
1253,20.1,11.0,1,26.0,83,101
1254,20.5,3.0,1,26.0,85,105
1255,25.9,4.0,1,26.0,84,103
1256,25.4,21.0,1,29.0,69,118
1257,15.2,25.0,1,31.0,60,108
1258,12.9,27.0,1,31.0,56,134
1259,13.2,27.0,1,33.0,51,136
1260,10.0,11.415652173913044,1,33.0,48,138
1261,11.2,24.0,1,33.0,46,144
1262,8.5,24.0,1,33.0,45,170
1263,8.6,22.0,1,33.0,45,156
1264,7.9,22.0,2,33.0,49,138
1265,9.7,21.0,1,31.0,55,156
1266,10.3,20.0,1,29.0,64,157
1267,11.2,19.0,1,29.0,68,118
1268,12.0,21.0,2,28.0,69,118
1269,12.5,22.0,1,28.0,70,110
1270,9.8,28.0,1,28.0,72,109
1271,9.3,20.0,1,28.0,74,107
1272,10.5,15.0,1,27.0,76,106
1273,12.6,10.0,1,27.0,79,107
1274,16.2,10.0,1,26.0,82,106
1275,14.8,9.0,1,26.0,84,105
1276,16.9,8.0,1,26.0,85,105
1277,16.1,5.0,1,25.0,87,106
1278,21.7,2.0,1,25.0,88,105
1279,23.0,5.0,1,26.0,83,102
1280,17.6904,11.415652173913044,1,28.0,71,113
1281,17.6904,11.415652173913044,1,30.0,63,131
1282,12.1,11.415652173913044,1,31.0,56,159
1283,10.1,11.415652173913044,1,32.0,52,164
1284,7.3,11.415652173913044,1,32.0,50,171
1285,6.9,11.415652173913044,1,33.0,49,176
1286,5.3,11.415652173913044,1,33.0,48,175
1287,5.6,11.415652173913044,1,33.0,50,185
1288,8.6,11.415652173913044,1,32.0,52,192
1289,10.0,11.415652173913044,1,31.0,53,189
1290,12.1,11.415652173913044,1,30.0,62,136
1291,10.4,11.415652173913044,1,29.0,68,131
1292,15.6,11.415652173913044,1,28.0,71,112
1293,18.3,11.415652173913044,1,28.0,73,113
1294,12.4,11.415652173913044,1,28.0,75,111
1295,10.2,11.415652173913044,1,28.0,75,115
1296,12.6,11.415652173913044,1,27.0,76,109
1297,10.0,11.415652173913044,1,27.0,75,117
1298,11.4,11.415652173913044,1,27.0,73,119
1299,7.2,11.415652173913044,1,27.0,76,110
1300,8.8,11.415652173913044,1,27.0,77,106
1301,11.1,11.415652173913044,1,27.0,76,103
1302,18.9,11.415652173913044,1,26.0,78,103
1303,15.0,11.415652173913044,1,27.0,75,92
1304,10.3,11.415652173913044,1,29.0,67,115
1305,13.7,11.415652173913044,1,31.0,58,115
1306,11.7,11.415652173913044,1,31.0,54,125
1307,10.2,11.415652173913044,1,32.0,47,161
1308,8.2,11.415652173913044,1,33.0,47,139
1309,9.2,11.415652173913044,1,33.0,46,152
1310,6.8,11.415652173913044,1,33.0,48,149
1311,6.4,11.415652173913044,1,33.0,48,166
1312,12.4,11.415652173913044,1,32.0,51,159
1313,10.9,11.415652173913044,1,31.0,54,179
1314,14.0,11.415652173913044,1,30.0,61,190
1315,17.5,11.415652173913044,1,29.0,68,154
1316,16.1,11.415652173913044,2,28.0,69,132
1317,12.7,11.415652173913044,1,28.0,71,121
1318,11.1,11.415652173913044,2,28.0,74,118
1319,17.0,11.415652173913044,1,28.0,72,114
1320,13.3,11.415652173913044,1,28.0,72,123
1321,10.5,11.415652173913044,1,27.0,73,135
1322,10.8,11.415652173913044,1,27.0,74,144
1323,7.1,11.415652173913044,1,27.0,75,92
1324,10.0,11.415652173913044,1,26.0,77,97
1325,13.3,11.415652173913044,1,26.0,77,100
1326,16.3,11.415652173913044,1,26.0,78,97
1327,13.2,11.415652173913044,1,27.0,75,100
1328,13.7,11.415652173913044,1,29.0,65,92
1329,10.5,11.415652173913044,1,31.0,59,111
1330,12.4,11.415652173913044,1,32.0,54,135
1331,17.8,11.415652173913044,1,33.0,48,138
1332,15.7,11.415652173913044,1,34.0,44,185
1333,12.0,11.415652173913044,1,33.0,51,172
1334,13.6,11.415652173913044,1,33.0,52,159
1335,17.5,11.415652173913044,1,33.0,54,155
1336,20.0,11.415652173913044,2,32.0,58,153
1337,20.4,11.415652173913044,2,31.0,61,156
1338,22.6,11.415652173913044,1,29.0,67,144
1339,26.2,11.415652173913044,2,29.0,69,126
1340,25.4,11.415652173913044,1,29.0,72,185
1341,19.1,11.415652173913044,1,28.0,72,142
1342,21.2,11.415652173913044,1,28.0,68,140
1343,17.7,11.415652173913044,1,28.0,70,113
1344,18.1,11.415652173913044,1,28.0,72,120
1345,15.2,11.415652173913044,1,28.0,74,124
1346,14.8,11.415652173913044,1,27.0,74,125
1347,12.9,11.415652173913044,1,27.0,74,122
1348,17.3,11.415652173913044,1,27.0,75,123
1349,15.6,11.415652173913044,1,27.0,75,122
1350,27.4,11.415652173913044,1,27.0,76,115
1351,27.3,11.415652173913044,1,28.0,73,121
1352,19.2,11.415652173913044,1,29.0,68,117
1353,22.5,11.415652173913044,1,30.0,63,135
1354,22.4,11.415652173913044,1,32.0,55,200
1355,18.9,11.415652173913044,1,32.0,52,158
1356,20.0,11.415652173913044,1,33.0,49,221
1357,18.3,11.415652173913044,1,33.0,45,171
1358,17.8,11.415652173913044,1,33.0,47,201
1359,19.8,11.415652173913044,1,33.0,51,153
1360,18.3,11.415652173913044,1,32.0,54,163
1361,16.8,11.415652173913044,1,31.0,56,187
1362,22.9,11.415652173913044,1,30.0,63,158
1363,19.8,11.415652173913044,1,29.0,69,170
1364,20.2,11.415652173913044,1,29.0,72,191
1365,16.0,11.415652173913044,1,28.0,72,139
1366,18.7,11.415652173913044,1,28.0,72,119
1367,16.6,11.415652173913044,1,28.0,72,116
1368,14.1,11.415652173913044,1,28.0,72,102
1369,17.2,11.415652173913044,1,28.0,73,96
1370,11.5,11.415652173913044,1,28.0,74,114
1371,9.7,11.415652173913044,1,27.0,75,94
1372,12.4,11.415652173913044,1,27.0,77,95
1373,18.8,11.415652173913044,1,27.0,77,114
1374,24.7,11.415652173913044,1,27.0,77,103
1375,17.7,11.415652173913044,1,27.0,75,108
1376,20.6,11.415652173913044,1,29.0,67,96
1377,18.4,11.415652173913044,1,30.0,62,119
1378,17.6904,0.0,1,32.0,52,162
1379,17.6904,5.0,1,32.0,51,149
1380,15.3,13.0,1,33.0,49,188
1381,12.3,2.0,1,33.0,48,168
1382,10.2,21.0,1,33.0,49,186
1383,18.1,23.0,1,32.0,51,190
1384,13.5,0.0,1,32.0,56,181
1385,12.1,11.415652173913044,1,30.0,61,197
1386,15.3,3.0,1,29.0,66,178
1387,21.7,9.0,1,29.0,67,162
1388,17.5,1.0,1,29.0,68,134
1389,21.1,0.0,1,29.0,69,140
1390,23.2,0.0,1,29.0,70,111
1391,16.2,8.0,1,28.0,71,120
